"Utc","ProcessId","Protocol","LocalAddress","LocalPort","RemoteAddress","RemotePort","State"
"2026-09-09T20:22:33.2227966Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:34.2603203Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:35.2951559Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:36.3456070Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:37.4062525Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:38.4359920Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:39.5035951Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:40.5648680Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:41.6555327Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:42.7002998Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:43.7402033Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:44.7953594Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:45.8635620Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:46.9305653Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:47.9962383Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:49.0541900Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:50.1827632Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:51.2877466Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:52.3428592Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:53.3914325Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:54.4343955Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:55.4785122Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:56.5220973Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:57.5768114Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:58.6509005Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:22:59.7711889Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:00.8784037Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:01.9836019Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:03.0698436Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:04.1538840Z","29788","UDP","127.0.0.1","61470","","","Bound"
