"Utc","ProcessId","Protocol","LocalAddress","LocalPort","RemoteAddress","RemotePort","State"
"2026-09-09T14:37:01.2477482Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:02.5349959Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:03.9197559Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:05.2262392Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:06.4823692Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:07.8106156Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:09.2203229Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:10.5399923Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:11.8462684Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:13.1056702Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:14.3652527Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:15.6034927Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:16.8576083Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:18.1956006Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:19.4198764Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:20.6478151Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:21.7971850Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:22.8975586Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:24.0378014Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:25.1850037Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:26.2972800Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:27.4257425Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:28.5725097Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:29.7136697Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:31.0072669Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:32.3042099Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:33.7095088Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:35.1588030Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:36.6434431Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:38.0471048Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:39.4813123Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:40.9115648Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:42.3114597Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:43.6851028Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:45.0820740Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:46.4692816Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:47.8440639Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:49.2141208Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:50.5483192Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:51.9034570Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:53.2100779Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:54.5203123Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:55.8325713Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:57.1133237Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:58.3381038Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:37:59.5601673Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:00.8226879Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:02.0268622Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:03.1777043Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:04.3542958Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:05.5328627Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:06.7108280Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:07.9006275Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:09.0889694Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:10.2497232Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:11.4090177Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:12.5654039Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:13.6764253Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:14.8001324Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:15.9389343Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:17.0536316Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:18.1487630Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:19.2573538Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:20.3697966Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:21.5045285Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:22.7007246Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:23.8951596Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:25.0290494Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:26.2307812Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:27.5073350Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:28.8588920Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:30.2381513Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:31.6506396Z","26536","UDP","127.0.0.1","55562","","","Bound"
"2026-09-09T14:38:33.0331016Z","26536","UDP","127.0.0.1","55562","","","Bound"
